Session ID,User ID,Market,Sign-up,Experiment ID,Variant ID
RSMOC9LPEN8CBOL3GAQ1,2TM7FOUTJ5DITZVFES,Denmark,false,Experiment037,Control
9XTNDGHHFP5XUZUVQNKH,2TME24RI8FS1PE2F6P,Norway,false,Experiment037,Variant 2
VD19FBQJ2OOX33E7UFU3,2TMPA2HQUZO2DS3L0Y,Denmark,false,Experiment037,Variant 2
A6XWI92NDMZRGE1M0LLL,2TMRI0SKOYF5LCABVT,Denmark,false,Experiment037,Variant 2
I21YM9HRRSO2265WUJS1,2TNMIX6Y6HJFR65URL,Denmark,false,Experiment037,Variant 2
MKSXI0T2QY1HPO4OE43J,2TNXH3QZ5DXPXHLFCN,Denmark,false,Experiment037,Variant 2
JPIN7KXM7GN9QJA8HI6R,2TOAX35D559FH822Z7,Denmark,false,Experiment037,Variant 2
0IYK5GURI23YUJUVT7EF,2TOYTQEYVAWV3IRAFV,Denmark,false,Experiment037,Variant 2
0JAOIWMHJNFDLIM7W0WM,2TWGN9EIPKEWTQL7BN,Norway,false,Experiment037,Control
X7VIY1LTCMA80CPI9ZNB,2TXGXAX7NRQ15MQTDX,Norway,false,Experiment037,Variant 2
9Z5E9PX5EIZCW64C08PJ,2TYFASFCE6ZCNVWLHV,Denmark,false,Experiment037,Variant 1
51D2ZJTUMHKUVTCOO7N6,2U4HD3PV05MZ7RMQBX,Denmark,false,Experiment037,Variant 2
82RSE7BTDQIHPR42WUIF,2U60UX0FK7FLFJ6N98,Sweden,false,Experiment037,Variant 1
9HH8VOXBEAZG3RXS2HJX,2U69K4881A4HG48ON6,Sweden,false,Experiment037,Variant 2
QUZ9Z17YHE17Z190QTNU,2U6H7QGBA2V9102TSE,Denmark,false,Experiment037,Variant 2
XGS4902WTFLLC8SD46FH,2UBKO4ZO6BQUP90V95,Finland,false,Experiment037,Control
V1FSUT40O4IQS5JEM0BA,2UCIBE7OM8I1M5X1N8,Finland,false,Experiment037,Variant 2
JZ75517DMEIPWH8AZ29H,2UCY9R9WSU8VOJQ9LA,Sweden,false,Experiment037,Variant 2
K0TOEPD42DE3DGYN298K,2UDQBZGMN3EOY7MO44,Denmark,false,Experiment037,Control
F4EDK3H6JS2IC7YWGM2K,2UGSB5RLH9A3RMVSS9,Sweden,false,Experiment037,Variant 1
SOY9AMS2RYQH8WP736WS,2UHLWLNP38TRCV48N4,Finland,false,Experiment032,Control
5ZUEL2UYP4T4K5HWHB09,2UJAA1R8P9U05ILD67,Sweden,false,Experiment037,Variant 1
5BKBP931Z3YCRIZZU179,2UNCZHXYJ25WL1S0RL,Denmark,false,Experiment037,Variant 2
ATXZINCEL1LYCJTE8XJ9,2UP2MNLXV6KRG85V6J,Denmark,false,Experiment037,Control
4NI68Q5Y80QFS8SX3CDD,2UQ8W34VNKJUXTGWVQ,Norway,false,Experiment037,Control
TQURB9QF87V5JFMF96BP,2UU3JY83CTWABTE3PC,Sweden,false,Experiment037,Variant 1
K1QAT8N8C45GCY32QUPY,2UXECNQKHEZ1C6XUGI,Sweden,false,Experiment037,Variant 2
J7N5TTKXNFNNRJM6TQJV,2UXWLFNVXYLNCFHMAH,Finland,false,Experiment037,Variant 1
3JQDUV8ORDO23C0SAOQN,2V1GOT9ALOM1PFCS7M,Finland,false,Experiment037,Control
5A62S7HO1CZB55SPJ24C,2V1YVD1ADPNOYXR71K,Denmark,false,Experiment037,Variant 1
0Q6NIHROLPJVPWKR21DK,2V3PN42R2A7TMSVPNK,Norway,false,Experiment037,Control
4KWC3DGD59B10QY1SZU7,2V77DJXC1UED5IP15C,Sweden,false,Experiment037,Variant 2
O51PB33NKPRCYPOZ8CCL,2V7JEORL73T9577PAY,Finland,false,Experiment037,Variant 2
9RQNKR5CWYOMNIGX5RLD,2V7XU7TRYEBT723ZJ5,Norway,false,Experiment037,Variant 2
SSOFAMCHW1677YAG1Q3A,2VAAVA4QEIVA13LU58,Norway,false,Experiment037,Variant 2
XW98L6NPQD74DTLTSBTX,2VCVPY00DZ43EPAQ06,Denmark,true,Experiment037,Variant 2
B63J7QFRRO2PGZ630DNZ,2VD10RWKB0BXTB59UL,Finland,false,Experiment037,Variant 2
7OGNKURXXNZRSSUW5G1K,2VDG31T3KVP0D7UW6U,Norway,true,Experiment037,Control
ACX0D2WSQQ84OOAWGEH2,2VGT20PQAOXZ1LI39X,Denmark,false,Experiment037,Variant 1
AKSEUTR7WSJ7UOVQGYVJ,2VHBJLPIGLKMA91HEN,Sweden,false,Experiment037,Variant 2
H5IDF1MKS4CJP23KRB6M,2VIHY7HNB5WIABITET,Denmark,false,Experiment037,Control
Y85F300RRJAHVSDD77UN,2VK8HZRA3X8ARHNZUT,Finland,false,Experiment037,Variant 1
KPO1XGFBG6EZJV22Z752,2VP7BNOENE6R3XZX45,Denmark,false,Experiment037,Variant 1
1BRRRKLPIXV4RBI078TE,2VPS2OID1CMCFYIJ8S,Finland,false,Experiment037,Variant 2
9FW73ZE9GG2IU8UVBDM8,2VS5HO78OR6KORLIGB,Sweden,false,Experiment037,Control
48QP6D469KD9EUMD8ZZS,2VUH49CDHPSLDUNUU3,Finland,true,Experiment037,Control
9VI458S9KWLD43O3FXNJ,2VVMLL5Z9HPNQVWGZC,Sweden,false,Experiment037,Variant 2
6YUTPB9KGTGK06HHA54C,2VVSGWKUZMK3AI6FVF,Denmark,true,Experiment037,Variant 1
1L6PZLWZMW4909WC35OK,2VX5LTKH4Q5YUDET7E,Denmark,false,,
5JX4ZAFKJGQ3FUFLPG0M,2VYDINDCVX0DKKJ8VU,Finland,true,Experiment037,Variant 1
YCVEE1GS2645HKGB4XGI,2VZIFEYDL0D8WLHK7U,Sweden,true,Experiment037,Control
0KSP80QXZZRLEIZQDBT6,2W2SDM4Z9FBLHVWRUO,Finland,true,Experiment037,Variant 1
XSR51UEZABFILJB77KZO,2W3MCXFG9UU8TEE6GZ,Denmark,false,Experiment037,Variant 1
LOBQMETV8F854YQ9JRQZ,2W3Z8YL1PT0QGLGR11,Denmark,false,Experiment037,Control
NB8J4U03BM68E4VW5F1P,2W4FYZPFEL842DF1L4,Sweden,false,Experiment037,Variant 1
DDSL6FEEX0FB5T1K8M56,2W4JMTRYOFPN0F9DPM,Denmark,false,Experiment037,Control
CG5HJ1Z4UUTNXY969E1H,2W8E3DPAHI3A7VU8VJ,Sweden,false,Experiment037,Control
H62BRW4VTPWYSS9BGTDZ,2WCXV9V5427CC6CA4E,Finland,false,Experiment037,Control
ZDFO80VNUOBM6Z7L8MXC,2WD3Q7AQFT2DBCHG18,Finland,false,Experiment037,Variant 2
Z2HXIBZLTTY1TBE7W7PA,2WDUKZP2FWPWQI3SE3,Finland,false,Experiment037,Control
9TIVQIJIWMIOAQMUYU82,2WH5JKKPNLKYZPRFL4,Denmark,false,Experiment037,Variant 1
BCOFUCVEVNYZRORCR2XA,2WHF2AESAL60O1LV1X,Sweden,false,Experiment037,Variant 2
J6T2CJ9IBSZ9YDZ1VDCI,2WHMAQ199T27QC2UCO,Denmark,false,Experiment037,Control
PA276SVXKIM4A45R0MZY,2WK8SKYWCEXMXS216I,Sweden,true,Experiment037,Variant 2
KE1BKRESESL918W7W6M7,2WNNQAJD40HD67J4WZ,Finland,true,Experiment037,Control
82X7277W8O1TUV6RKSIV,2WPO05OIFPU0HY6GEC,Finland,false,,
7JLRSZ9G5WGPEQFY5AGG,2WPPQKQ7YLCJBMZGBE,Sweden,true,Experiment037,Variant 1
MID08YSJ8JQVAOI9XW0O,2WQTS28DINUHSD4GVH,Sweden,false,Experiment037,Control
9FA8B9U34QZ49A69X1UG,2WTIEYYV8DEZC9OHXT,Norway,false,Experiment037,Variant 1
G7S3HFSS9WFHYNMMNT4V,2WW65G7EGPAV5H74TA,Finland,true,,
SA9NELW9HWO2UYHX4V10,2WWEKPTHJLEF381JBA,Sweden,false,Experiment037,Variant 2
XLPQ8WVOYTE2D5YYH7VS,2WYYY26OV9IQCUKK6K,Norway,false,Experiment037,Variant 2
EZVZJX95YO7PJFUBSWQF,2WZ37AKWKLE4BTCFKG,Sweden,false,,
QEYBKCMTXB0Z8GXOOXAQ,2WZUN447PX9COIOHWI,Sweden,false,Experiment037,Variant 2
VM2P9QTNFVI5X6M8F3PA,2X1NYCWMLFO9RF78K8,Denmark,true,Experiment037,Variant 2
7E77MCEVU0XHD9F4EFBA,2X22XF64NVIQ4R47US,Finland,false,Experiment037,Variant 1
MUOXGVJ6LHVP7PNFJX0I,2X2RIVYBCPZSLNTWHE,Denmark,false,,
IBUF1SP8WUJM60HFN34T,2X3W06SZLMTGE6YAD9,Finland,false,Experiment037,Control
ZE89Q1MNSI10HHAJMSOC,2X63KQ2H1Y9X9S7GZD,Finland,false,Experiment037,Variant 1
6B88SMQ0K2EDB8GZH6KV,2X6QRY7ZTULYJPC803,Sweden,true,Experiment037,Variant 1
43CIXZRN0FNXII64YYBP,2X6SLP6URXEY12IRCT,Finland,false,Experiment037,Variant 2
SEOY89RI24OLAQEPLTDW,2X8CWP13AIYHZCFVAW,Norway,false,Experiment037,Control
GD225YD6CJQFWX2CC3G6,2X9ZZO6H86S5W2LYMB,Sweden,false,Experiment037,Variant 1
8Z5VE0226Z0OVQ43VOOT,2XDZCA6XPXGPXPYL5V,Finland,false,Experiment037,Variant 2
RTZ30WZEN85DV6MHI1AO,2XEMQ4P99702FSIA9C,Norway,false,Experiment037,Variant 2
ZHSCDZC8IBESH41C4FPI,2XFDBA2N7KCLCNVG9G,Finland,false,Experiment037,Control
KJZ292J4OREBIHCTQVO8,2XGALOMJ0PDI4OMFY6,Denmark,false,Experiment037,Variant 1
59U910K97A9WZZL3V29C,2XJMGUWE0IVYVMQOT8,Sweden,true,Experiment037,Control
U9PUNC1J5EKOJZRWTTJO,2XL99WO6QANSZSDDHD,Denmark,false,Experiment037,Variant 2
UNJ3VFTWTQM6X87V5P59,2XO2BXAPYRMDXW3J8N,Sweden,false,Experiment037,Control
NP9Y569TRCW5PEDUN4NF,2XOHC9LEAMN2PL8NK8,Finland,false,Experiment037,Control
9R39FIAH9R7YY0II8GP7,2XORH83ORS0D2EITI9,Norway,false,Experiment037,Control
9LOF5MNH6V57MCG5OSLV,2XPWS84HQTMLSO4N45,Sweden,false,Experiment037,Variant 1
958L1J12Y75UWRR3X4JA,2XRB43POWC3WMSOSQC,Denmark,false,Experiment037,Variant 1
SLM7R6UP1XNU95QDOQP8,2XSD447G416PMCYOGQ,Sweden,false,,
BE0FU68WP9F1HPZBNNKM,2XSX3WF7RZNH2ENT7U,Denmark,false,,
AOQLI74VV33GR2XLFRCM,2XWLZOGGHI3BLGZOI4,Norway,false,Experiment037,Variant 2
DKN5Q0VBNC9FWUEKZOVD,2Y1BVZ8D73ZKVTA13A,Norway,false,Experiment037,Variant 1
WKA060F7CGT6GCIC17OG,2Y2H1Q8K6NWEF0HU4C,Norway,false,Experiment037,Variant 2
Q4S2MUE1O0DC2K908EPU,2Y2INP5QNPXYNDT3PL,Sweden,false,Experiment037,Variant 2
S41HT4AC8BUSBQYLRZZ7,2Y2MHMD1FJ92QOV62L,Sweden,true,Experiment037,Variant 2
W07ND9VAUGNQVG4LMKHH,2Y3U6N4NXK2RDXBTMK,Finland,true,Experiment037,Control
L6PMURNSH3LKE1I7EKXV,2Y5IHPZJMSEFE0HAN7,Sweden,false,Experiment037,Variant 2
S1G4Z5DPF3QKTRS085GG,2YAOO5O44O6Z6K2IXP,Denmark,false,,
M71G56IIEOIVBGW3SV81,2YD04DDQEKIFLIJE48,Norway,false,Experiment037,Control
DFNI5WIZATI0HK06BPBJ,2YFBRN3W5HRBYXTB1A,Sweden,false,Experiment037,Variant 1
28K15864T5LO5QSTPCLM,2YGEQNC86AXMBPS8LV,Norway,false,Experiment037,Variant 1
UQTLDKWT2UNF10ZZVSNF,2YHBKLPIKPWK0F7JSL,Sweden,true,Experiment037,Variant 1
KN533YHWDMEOQMKLZZNM,2YHC7RM7HVLAZTZCHM,Finland,false,Experiment037,Control
D47B5FQ8D97CKJH4QNEP,2YIFP7QTGZC4TL5UNW,Denmark,true,Experiment037,Variant 2
7OCHPKE56EYJF4KOCHZS,2YLT9DI9HPDUOU6RB7,Denmark,false,Experiment037,Control
5GJPXDSAYS0Z8SP1IQAP,2YP60RYJI0BNDJ2T8K,Sweden,false,Experiment037,Control
3QCM9RW869Q7LE0MZN5K,2YPWDV1VJ169RM3VZF,Sweden,false,Experiment037,Control
IHXNWNCYSOYW4UCLTFVO,2YQB0COWNOLWC8785D,Denmark,false,Experiment037,Control
85LUO8CBFPW43CPD911C,2YT9CO7AA8LFKLWHS3,Denmark,false,Experiment037,Variant 2
VN9PKBAUDZSMXPG26MOP,2YVFHZVPT70TGSN3XU,Finland,false,Experiment037,Variant 2
WVF606T0NAE186DEBCT6,2YWVGX268AA7A9F2FL,Sweden,false,Experiment037,Variant 2
M3WS53223PSRANB13DAH,2YXZ927YADWVWHT46B,Sweden,false,Experiment037,Variant 1
9VZS4Q88M5BR5A49R77A,2YZ7BRNR8SWFUQ7NP5,Sweden,false,Experiment037,Control
LUIU21H9FKD8PSVL3JAN,2Z2UWHQ02RK8D0GLH6,Finland,false,Experiment037,Variant 2
XA7YRJ1VFD0NXXYPMX5T,2Z2ZTGXP93YK1S52BU,Sweden,false,,
2PAIGV4N1T7TRHIVNKJQ,2Z3UXKC1ZC7Z2X28AR,Norway,false,Experiment037,Variant 1
895ZV7ZTA59A7GFS31U7,2Z5VIQJAO003B74FT6,Finland,false,Experiment037,Control
F4DDBLVAJFNOSSB8K9PE,2Z8QZU41A1V9VTTYBJ,Finland,false,Experiment037,Variant 2
KN9ZBB52BG8IQL0WTQLC,2ZBSLC9BS3BS0C8BRY,Norway,false,Experiment037,Control
2WYKK4H33BJNHVQT6ZVV,2ZD0CGA4G10XBKU1TL,Sweden,false,Experiment037,Control
WH0B5LV41F616BSWD7YD,2ZDR5697D90EGH5LDA,Denmark,false,,
KT9SJORG3N30Q3RC13UT,2ZE1C4V951HWRWANFR,Finland,false,Experiment037,Variant 1
L3P11H8PS4HYUSUPEJ1Y,2ZFQX9DZKXJTV0YGCE,Sweden,false,Experiment037,Control
MHX1DPRD609D9MNFNCY7,2ZJ7V3KRJ7IKE0QX2R,Denmark,true,Experiment037,Variant 2
SQIPDZCL5O45HW2MZN5W,2ZJAGZTWGDGRLC6LSG,Sweden,false,Experiment037,Control
UAMSRENXR7S8ZF8LR20S,2ZJJP2SN2N1OSEBKVG,Denmark,true,Experiment037,Control
C7X3K4ZZZTUMRZBQZ4U6,2ZMIGKZL1T74N8DL4A,Denmark,false,Experiment037,Control
FEZSG2FEKD6Y2OAUOJQY,2ZPA8Z8I5SZVKPB1DX,Denmark,false,Experiment037,Variant 1
N22JPQ736MY8EUSYDIUI,2ZTQYBHYLFPO9NXF5T,Sweden,false,Experiment037,Variant 1
IDER0TGUZYFAS9IPB2US,2ZW4W6NM20TIAV53U6,Denmark,false,Experiment032,Variant 2
IK4A8OG1FTX9LC1LPO4U,2ZWTK1ORGIXMA5JOGY,Sweden,false,Experiment037,Control
04LCKV3WHI2G74UTFFWI,2ZXXUUWCEN018IKF7T,Finland,false,Experiment037,Variant 2
FZTNPBPZFHCMNKLJ8R0E,300GY8QOHA1L0OQVMU,Denmark,false,Experiment037,Variant 2
PU02PR0VTVKJG3TIKO7O,3039ZT32FCC0RLVQN8,Norway,false,Experiment037,Variant 1
4JE7GZE0BR7XDCVX8ZY4,303G9OPEWLBJ29V8QE,Denmark,false,Experiment037,Control
QRDA51FZQNMKJJH4HCVJ,305K280P1R4DDTKDAN,Denmark,false,Experiment037,Variant 2
ZF7WDZMBFSSV6TT9MSTJ,307Z5OB06PLELA72EG,Finland,false,Experiment037,Control
74N09WWBWU5MX8N1FIMJ,3099917W5I2FGIJZ6A,Denmark,false,Experiment037,Variant 1
WQGO1IEINQHPZ71RCUMH,309OSPQQBSHPLTXXIU,Sweden,true,Experiment037,Control
1N56DTY1PCWWVNNYTECB,30B3QPT1JRRH0CZ8CS,Sweden,false,Experiment037,Variant 1
VUHSARB1LSOR8047NZZL,30BNXWPRDZQQ32V4JU,Denmark,false,Experiment037,Variant 1
LKHQPUF1VEQYOPJ5OOOV,30CYGPFB0AP20K3S24,Finland,false,Experiment037,Control
43CMUKC4XL0UY33JCM0R,30D45RPWQ8VO2KFQ49,Sweden,false,,
PUTIYQTL89Z5Q8G3XVL9,30FJ71D3SV17Z6V0GA,Sweden,false,Experiment037,Variant 2
8OOYTVTO3NUQEO0T8QID,30ICCY6WR7ADQCCFNY,Denmark,false,Experiment037,Variant 2
NZT0ZYWPQZYLCBVRIVOX,30JCILJDF44G3PC7IS,Denmark,false,Experiment037,Control
J2MJ8P2R80QYNTOZS58C,30JDX1135EAM4C93IW,Sweden,false,Experiment037,Variant 1
3ZIT4GDGZ19TU7LM8LG4,30JMSGKRIQT8NQVXG0,Denmark,false,Experiment037,Variant 2
IHGNDUCX9RKR6OG28SWG,30K8SPF6A1U9XLRMPT,Denmark,false,Experiment037,Control
RG19CP9D8ILJBSM6A1FC,30NX6DO40OT765VH7L,Finland,true,Experiment037,Variant 1
1ECRTU64KDPAWYCDJC8E,30O6DIOG160M41NND0,Sweden,false,Experiment037,Variant 2
9R5JHGYZT32QVO069XV8,30P3FNIHB7LSR483B6,Sweden,false,Experiment037,Control
SYO9NWDTNIQH2W5UF6FB,30P6CGN8N6MAYJO6T6,Denmark,false,,
QZC964GTSE5QH8FD7A10,30RI4W6N4TMZJ8LTGD,Denmark,false,Experiment037,Variant 2
WQYMDA6NVNCGD0L4XS16,30RRA5HH0CC0ON0KFL,Finland,false,Experiment037,Variant 2
QK4HV5JF8KR6ME9YD2XU,30TZAHFYAVGNZUIA7U,Denmark,false,Experiment032,Control
ULXW0WCJC5REJ5SGMIBY,30U2LOYOU8KKW8PFU7,Finland,false,Experiment037,Control
Q0Y3NDBRZTK112MNY3B4,30UHR22HLDGZM5RVEZ,Denmark,false,Experiment037,Control
SMENVIZE2VC1NNKIFAYP,30WIXRPMDTEF174NHX,Denmark,false,Experiment037,Variant 2
SQJLPXSH4UQWPFHYRYLO,30XHU1RS2MS0TWRSPR,Denmark,false,Experiment037,Variant 2
4NY0XL0GLXYMC5AF046O,30XRBG2MMDMSKAOU74,Norway,true,Experiment037,Control
WD5VRN5X40BOLEHF5TT3,310AABE1R3BMGP49AL,Sweden,false,Experiment032,Variant 2
ARHA9RUX39K85TH9XGF0,311FBPBXELHOQ18NBQ,Denmark,false,Experiment037,Variant 1
GIMOE2800H5TJM28H243,3127B797PX3V4XJZ0N,Finland,false,Experiment037,Variant 2
SLB0WPTY49FTSRG8FVBD,313YGWOTOWO8RA6QTK,Norway,false,,
Z3JQU8VA9EG9YOVD7H5N,3147KXS7ZUFAGBXQAA,Sweden,true,Experiment037,Control
RWUA60MGX2OYLA8F87Y2,314LKQWLEA4L3MO7NX,Norway,true,Experiment037,Control
KCJB5PZJ93IEG9A0LPHY,315NT7Y60W55PVMXQI,Sweden,false,Experiment032,Variant 1
WCRSWNKIFG86DHC62Z8Z,3171BPCTP79ISGQPPD,Finland,false,,
10DH10QG2VKM2J2Q8AVX,317P3E1TNHTSGB8MJZ,Finland,false,Experiment037,Control
K3D7W5C1DLX6CD3F3HRP,3185FC7W8B88NWP2YW,Denmark,false,,
8TMKIK07Z6C6ZYZ2DIS2,31AGL51WGH2MO8D6EF,Denmark,false,Experiment037,Control
5A6Q6WLSJXT1TZQ30KFI,31BZLJBH0L0R0KKAVE,Denmark,false,Experiment037,Control
ZYS5X16C1OHJ1NYAELPY,31FA7Z9A1YD1DN8OQD,Finland,false,Experiment037,Variant 2
8INR8DL5RVTJKJ3XF1TQ,31GD27QQ4QKHN203ZK,Sweden,false,Experiment037,Control
Y2Y5KD49DB60ZS6JA8KN,31II1VA32JIOFXIDEU,Finland,false,Experiment037,Variant 2
9UWC2L0XR9Z63OG4EFW2,31JTQVOKTPX27NDSZ8,Sweden,false,Experiment037,Variant 1
ENDHXKQUZ0PZ64FHG7NP,31JXQCBON7UXBVQTAW,Denmark,false,Experiment037,Variant 1
7HOGWJMJJMEHOYQF38FR,31OSTL83R8G0COQEK5,Sweden,false,Experiment037,Variant 2
253RCLTH4XMHNOUOZ6JS,31OTPH848FSWIVB4CC,Norway,true,Experiment037,Variant 2
8XKEZWD1S4T70SV7NXXN,31QXJVZ4WHLI6DOC39,Denmark,false,Experiment037,Variant 2
Z5Z2MII7WYVR5TH4UOA0,31RNJA4G1ZPSW26PEV,Finland,false,Experiment037,Control
5HXDQUIEE3FH6OIC4GP1,31SFDN52NIU04T4I7R,Finland,false,Experiment037,Control
HUG15762SWTXCNZAXFD2,31SUEJR3H00JR9YHGK,Denmark,false,Experiment037,Variant 1
ABEENSBHWMFWOKZRB14C,31T9JJLDJI38Q66HDJ,Sweden,false,Experiment037,Control
U1UR62FX4SW9B04R5DZX,31TMR86LVRPMIC7M07,Sweden,false,Experiment037,Variant 2
8L3E7VMCT4EX6HXTPLMY,31WMDZ4VQWTPTEFYM3,Sweden,false,Experiment037,Variant 1
AK1G42DNLEBRN3F4JAOL,31WVRAF98VZS24I0DM,Norway,false,Experiment037,Variant 1
5TOG9Q3ENDPA77VICXX4,31XQ24DSNKLW90YNBJ,Denmark,false,Experiment037,Control
X2N08EQLDMG6OSYRR46C,31XRG6903SUIF47HH0,Denmark,true,Experiment037,Variant 1
DHHCEUURI09JUYG8ORIS,31Y7CSTTKOKEGX7K2N,Finland,false,Experiment037,Variant 2
5VGH4TMBIKUFBZ3WIGS9,31ZI4V3C39D96H6Y6V,Denmark,false,Experiment037,Control
47XIBU70GVDN7WYAO5NU,322JG6GWW0CYYZF9NI,Norway,false,Experiment037,Control
TZRKR1MOSS5ZD9E99AW5,323APSOPSD8X31LY0E,Finland,false,Experiment037,Variant 1
UMLW7YNLX1H5PZEZK120,323R2B22B5IVAPRXF7,Norway,false,Experiment037,Variant 1
VIF9J5DDMPZ6DZIKE521,3254GH6Y8G7TWNOMBX,Denmark,false,Experiment037,Control
DRBL67ZVWM7TL3L47HNA,3258PQDCUA31UTF7EC,Finland,false,Experiment037,Control
Q7QY39KUT2D7QLDND7RM,326KFBFT72R4G0QXF2,Denmark,false,Experiment037,Control
V5H1UJGLXOGHGKRX2BEB,327GBYPEDHAP4XWNJU,Sweden,false,Experiment037,Variant 1
EN6UMBOP8TACQQTTDKO0,327GHRMTV48X9SIZ3Z,Denmark,false,Experiment037,Variant 1
3JK6JCTCNVCELQD5UX6S,328CH9KSZTJE111B0R,Sweden,true,Experiment032,Variant 2
E441M219M9SQNO4TC3HX,3297GNMITTWXLFN9YS,Sweden,false,,
3OJGP1VO3903Y1DSSORG,329P3629T046PCXZKA,Sweden,true,,
R6T4TYLCKHT0902QJ0IF,32EKSP3AYC1R8IKHCD,Finland,false,Experiment037,Control
3Z6STK315BMXUHM0SJ9S,32EVMNTABGGTSZKA6G,Denmark,false,Experiment037,Control
0J8QBTKLY591MYYSMJZG,32FBQ1FH1PHK1008JV,Finland,false,Experiment037,Variant 2
DGUFVROZR59G9Z7VH5BB,32FGJDXLJ3GM1JSWX1,Sweden,false,Experiment037,Variant 1
YL9J5DG03ILBGT9PFQHJ,32KF5PPG1TQETY5MMM,Sweden,false,Experiment037,Variant 1
MV6QA5YSK1HU7VNZ2AFH,32L73CK0GRNW611321,Sweden,false,Experiment037,Control
98WVHWBKGGXT94JS8RZM,32MN471IRFV6L44NGY,Norway,false,Experiment037,Control
7AHZK5M5MGWG91DDXVRI,32N86L9FX2X7N7L462,Denmark,false,Experiment037,Control
AT1YE2OB1LT9JWQVDN8H,32P8JY6HBMS8K8AG4Y,Finland,true,Experiment037,Variant 1
99ZWC29UUJ5JN1YYQRID,32PQYL8ZU5QBRPFZJX,Finland,true,Experiment037,Variant 1
RBCKTQAL78AS0WOWIJ6V,32S8B5YX1FNN87ARQ8,Finland,false,Experiment037,Control
5ZC31GND41KRG4MG37D8,32UWMT5BD6HWAUWMVW,Norway,false,Experiment037,Variant 2
0N67WQ5XRSAAWL68TZTX,32VADHZUS15NBHWO73,Finland,false,Experiment037,Variant 1
5976XTKBAGNCP4PBU7JI,32VEE9QHJU59ZWWLLL,Denmark,false,Experiment037,Control
SJ2STQ1PLTTTIUTAPO40,32W7V4AHBY4G1SGS66,Denmark,true,Experiment037,Variant 2
T2IP3C58TEUIOAR4ARZ7,32W8IQMT9PUCOYQ4D4,Finland,false,Experiment037,Variant 1
AM4HZPQZ99R0XUQ0TXUW,32WCD3ZO33P9NSU9LR,Finland,false,Experiment037,Variant 2
6JYMI5F42HNMEV7H8JQT,330BGKRQJVNINAEX89,Sweden,false,Experiment037,Control
MUU30F35HATNEUNTEIS3,332ZRIA2PR50U0HMRA,Denmark,false,Experiment032,Control
QWCY585JKE4K9OBNFNK1,3340QRITBM2WIMX7F8,Norway,true,Experiment037,Control
IZS0MU1DH6OGFPBYSETW,33C14QIM75F4XPYQYU,Sweden,false,Experiment037,Variant 2
ZOYWC6J6GK68410XPH8I,33D0S95H9F2S5JMKKE,Denmark,false,Experiment037,Variant 2
4IH9NOG5A9DHSTMNDDZ1,33DVMW1RYH8FVP5W2J,Denmark,false,Experiment037,Control
UV2930ATX24KZOH6FAQ2,33G7WBJ8X3EMYCMLVR,Denmark,false,Experiment037,Variant 2
SLMYTEECXWUEYYCLQQ3F,33KVCA9Z8UTRLHR3HV,Norway,false,Experiment037,Variant 2
KEHNH3IRLI548KZJ83H9,33MC2HBFHU6LY879D1,Denmark,false,Experiment037,Control
V6QP21VDGU0Z25A0O062,33MPZU1OVDIT1IXDIA,Sweden,false,Experiment037,Variant 2
XF3M1S0TG64LYWJOSMSR,33MT035KGQX569C12W,Finland,false,Experiment037,Control
NC7HN1FJCG1BN3O7SJ1J,33NOU53HQ91SWYJJRH,Sweden,false,Experiment037,Variant 1
QDYUAY9QXBO5FAWQ72IM,33QL65B9J3LZK4CEVY,Sweden,false,Experiment037,Variant 2
8WW2YVJMU9S6CHUASJ0J,33S995E92NH2ZL92DP,Sweden,false,Experiment037,Variant 2
UCNU0G2IO1OO35LT0BVZ,33TQUOJ8XGAIYMG2DQ,Finland,false,Experiment037,Variant 2
6DR53Y687BMWW4BBENW8,33WZBRHFC50MYXSL5X,Denmark,false,Experiment037,Variant 1
NK4868F9JHPJWPI7ML13,33YSPEZPHZ0DZPDULY,Norway,false,Experiment037,Variant 2
BQD3SEDQ37Y688HTT40K,340YRRI5N9H0GS3QA0,Denmark,false,Experiment037,Control
RNBXBXNAKOH23YCA0XXC,346DI9KAGI35XN73ND,Finland,false,Experiment037,Control
5PLJFT8KBSZ8BR3UM0B2,348CWXLWT1IGVHWS2G,Finland,false,Experiment037,Control
EBMLPPKIX8X38UQX03MC,348UCK2TEVXMHIK92Z,Finland,false,Experiment037,Variant 1
YQNBXO6LSEAI72BS18VD,349Q262XTYR9JW36FK,Denmark,false,Experiment037,Control
1ASRJTRG1GQ6CT514NE4,34G3RAI8IXR2HD0U84,Denmark,false,Experiment037,Control
DAH9QT5KU9XTRG7XT6G7,34IUMUJEUKSRB7X4EL,Finland,false,Experiment037,Variant 1
ULNLOPPK9IMGPZ068PLT,34J1EGKE2EOPM1UR82,Finland,false,Experiment032,Control
D7JY4VE042IN0QRLOCXB,34N0APXHS4K93XHZ68,Finland,false,,
1AOXL9PKPFRZ4N9GKU5Q,34N4BH1R5WDGOP7G6E,Sweden,false,Experiment037,Control
V2LZMYJ4J2YG3QFQ1CBZ,34N77T1XKQNXU6BG4W,Denmark,false,Experiment037,Variant 1
W8A2IIVBPFM6SO6JAL2Q,34OGBH1WH4U9XH0BO7,Norway,true,Experiment037,Control
